order_id,bearing_id,created_at,severity,description,status,recommended_action
505e6bf9-5e7e-4553-a99f-b820dc9e8b46,INT-001,2024-01-01 00:01:51,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
3ad8cd8d-1a92-4721-bfae-3e5c1e06c46d,INT-001,2024-01-01 00:01:52,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
e97dc35f-42fb-4c82-91de-b42ccee2de0f,INT-001,2024-01-01 00:01:53,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
ddd518c5-1c00-49d5-88b2-a2b756f20492,INT-001,2024-01-01 00:01:54,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
e9d62c7a-22be-4685-be63-8161d021e9bf,INT-001,2024-01-01 00:01:55,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.405.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
ea66cb57-e99f-4880-9f29-05b15a47bd54,INT-001,2024-01-01 00:01:56,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
f599d3d7-d999-4b4f-abdf-c6074769f8b6,INT-001,2024-01-01 00:01:57,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
6800463e-b1be-4621-9081-8af8ac2c0c7f,INT-001,2024-01-01 00:01:58,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
767e0d2b-5dee-419f-befb-e57290c05958,INT-001,2024-01-01 00:01:59,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.404.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
498da6df-35e5-4f85-9ea5-f570a3dd5d95,INT-001,2024-01-01 00:02:05,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
93553bfe-955e-4b5f-a53a-ad1adbd0427d,INT-001,2024-01-01 00:02:08,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.405.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
a708ac87-98fe-4e3f-b98a-50db86472f00,INT-001,2024-01-01 00:02:30,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
2fd4cefe-e1e8-441c-97a6-41ede42972fd,INT-001,2024-01-01 00:02:31,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
26080ea8-4ad0-4327-becb-bf7acc00c7f6,INT-001,2024-01-01 00:02:38,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.405.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
a8932166-5dd0-42e8-80b2-b085858f4556,INT-001,2024-01-01 00:02:39,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.404.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
c6f7764e-f06e-436d-a1b9-c786df414006,INT-001,2024-01-01 00:02:40,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
3181dfc2-b125-45d1-9e55-500b7519f880,INT-001,2024-01-01 00:02:41,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
0e7c3f0e-37dd-4e09-acf1-95387367a0d4,INT-001,2024-01-01 00:02:42,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
58dc06c0-0ac8-4ed9-bfdd-b6bf69e90f85,INT-001,2024-01-01 00:02:44,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.400.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
632507ab-3c9a-4dea-ae55-4d1c42ed4f1b,INT-001,2024-01-01 00:03:13,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
a9b9cb04-2efb-41bb-94fe-0bca2f470a10,INT-001,2024-01-01 00:03:14,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.205.,open,Immediate bearing replacement required. Take equipment offline.
eaa9bde5-856b-4a7e-800e-f438c0b90883,INT-001,2024-01-01 00:03:15,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.205.,open,Immediate bearing replacement required. Take equipment offline.
371bf3a9-face-4429-953f-2acf68f52429,INT-001,2024-01-01 00:03:16,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.008.,open,Immediate bearing replacement required. Take equipment offline.
3e229df8-5653-426e-b018-714490e9274c,INT-001,2024-01-01 00:03:17,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.008.,open,Immediate bearing replacement required. Take equipment offline.
c76b6348-7713-4740-a028-961d89a06a85,INT-001,2024-01-01 00:03:18,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
786e1da7-3058-49b0-aecc-731399b0789d,INT-001,2024-01-01 00:03:19,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
a280298c-9b6b-4493-8a67-ded3ce4fba11,INT-001,2024-01-01 00:03:20,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
29116606-2a0b-452e-b322-51df716c7146,INT-001,2024-01-01 00:03:34,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.404.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
09f30541-7ac0-4159-9148-780df11cdd9f,INT-001,2024-01-01 00:03:35,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
8056bab2-32a9-4ee6-9e40-5a3098a36741,INT-001,2024-01-01 00:03:36,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.207.,open,Immediate bearing replacement required. Take equipment offline.
812c1795-ea3e-4c8b-83d9-d4001e385216,INT-001,2024-01-01 00:03:37,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.207.,open,Immediate bearing replacement required. Take equipment offline.
31523d91-72cb-44bb-a96f-ca4e11921b62,INT-001,2024-01-01 00:03:38,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.008.,open,Immediate bearing replacement required. Take equipment offline.
f5d35426-c810-4e5c-b8dc-e090add6eebc,INT-001,2024-01-01 00:03:39,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.204.,open,Immediate bearing replacement required. Take equipment offline.
a04ca167-e7e0-4d66-93e6-0dfdbc6d8338,INT-001,2024-01-01 00:03:40,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
6af9ff8d-e973-448f-8c25-b5b821d6c379,INT-001,2024-01-01 00:03:56,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.407.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
c9ec6209-16db-43f6-a461-23d295638e80,INT-001,2024-01-01 00:03:57,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.211.,open,Immediate bearing replacement required. Take equipment offline.
30da460f-e78c-4e2c-b464-5f30b1119ddc,INT-001,2024-01-01 00:03:58,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.208.,open,Immediate bearing replacement required. Take equipment offline.
28356b9c-b0f0-43cf-bbc5-ddb409c893f9,INT-001,2024-01-01 00:03:59,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.208.,open,Immediate bearing replacement required. Take equipment offline.
7c334690-fdda-46d5-a393-035c324bc6c2,INT-001,2024-01-01 00:04:00,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.405.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
04d9f890-26e4-4b03-a02c-745eba50570b,INT-001,2024-01-01 00:04:01,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.408.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
233647e8-c73d-486b-95bc-62dda4c03433,INT-001,2024-01-01 00:04:34,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
9b413297-2e59-4a5c-8967-8554c2076c20,INT-001,2024-01-01 00:04:55,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
df09b51d-90d2-4a7c-9eff-3e4b47c713be,INT-001,2024-01-01 00:04:57,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
41d98e95-3cf9-441b-bd43-c8f10f5cbee9,INT-001,2024-01-01 00:04:58,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
2cf9c617-aedf-4e8f-ae63-e1a9cdac8b01,INT-001,2024-01-01 00:04:59,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
9e73391c-6424-43a3-a297-55c6f7ff3697,INT-001,2024-01-01 00:05:00,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
dc6248d8-d077-48b4-a8ec-dbbfd0368560,INT-001,2024-01-01 00:05:01,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
cb8b0185-b26f-4d95-b78c-079e5e64619f,INT-001,2024-01-01 00:05:14,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
a55d4d09-ef42-4829-a0f7-24f1f6172063,INT-001,2024-01-01 00:05:15,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.206.,open,Immediate bearing replacement required. Take equipment offline.
dd7d0aee-9942-4755-b459-7e7eab56a66f,INT-001,2024-01-01 00:05:16,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.404.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
60c5ab36-6c6e-47f2-967e-97902d1da092,INT-001,2024-01-01 00:05:22,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
c49d233d-5d77-4745-aed8-395db8869720,INT-001,2024-01-01 00:05:23,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.214.,open,Immediate bearing replacement required. Take equipment offline.
81ea0ad1-8227-49bd-8bb3-f42e2d0b1c32,INT-001,2024-01-01 00:05:24,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.214.,open,Immediate bearing replacement required. Take equipment offline.
94f83fa5-c138-4568-8db6-6249dd893e09,INT-001,2024-01-01 00:05:25,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.214.,open,Immediate bearing replacement required. Take equipment offline.
595a868d-7c9c-4c66-9e86-4b6dee883581,INT-001,2024-01-01 00:05:26,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.214.,open,Immediate bearing replacement required. Take equipment offline.
27c0a138-2423-413e-adfc-d0b684047011,INT-001,2024-01-01 00:05:27,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.413.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
aea80981-ec36-401f-9a87-3a01bef20c71,INT-001,2024-01-01 00:05:44,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
42f3f639-8250-4770-83f7-3804b2ab747a,INT-001,2024-01-01 00:05:45,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
8921081b-37ac-4b83-b933-6046e372afb0,INT-001,2024-01-01 00:05:46,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
07227666-45ca-4309-8aa7-516023d92e74,INT-001,2024-01-01 00:05:48,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.403.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
e93a0112-96ac-4a30-9c74-162350575277,INT-001,2024-01-01 00:05:52,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
418c664e-2187-4322-bd7b-95d0d8a8d16e,INT-001,2024-01-01 00:05:53,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
67d12252-37d8-4c01-8a09-363661e8d044,INT-001,2024-01-01 00:05:54,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
1edfa6d3-ebe4-4677-8746-19af197ed36f,INT-001,2024-01-01 00:05:55,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.402.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
25c86ff3-4a21-4bc8-bdbc-24d97c1a027b,INT-001,2024-01-01 00:05:56,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.204.,open,Immediate bearing replacement required. Take equipment offline.
4eda7e20-07c1-48f9-8166-46bef90532d5,INT-001,2024-01-01 00:05:57,critical,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.208.,open,Immediate bearing replacement required. Take equipment offline.
580691c7-7718-4f53-b987-55e62ec3460a,INT-001,2024-01-01 00:05:58,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.406.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
1450789b-a115-4d11-818a-1c0a3d5b699d,INT-001,2024-01-01 00:05:59,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.406.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
7fe80722-b49e-45c8-8101-91dfe68ce42a,INT-001,2024-01-01 00:06:16,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.406.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
48ce78f5-0afb-485c-98f2-eace9670c6d1,INT-001,2024-01-01 00:06:17,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.407.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
2f35de14-e0b4-462f-ad5e-00824d4130c8,INT-001,2024-01-01 00:06:18,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.408.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
81b65241-ab26-4179-a8c3-a6021998bb72,INT-001,2024-01-01 00:06:19,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.406.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
c922b321-bdb2-4f89-8d19-b5df80e692b9,INT-001,2024-01-01 00:06:20,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.406.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
33d1cbfc-1932-4a22-aeba-0c77c7ce7fc7,INT-001,2024-01-01 00:06:27,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.401.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
5e0d286a-e9f0-469b-9458-6e97178afec2,INT-001,2024-01-01 00:06:39,warning,Anomaly detected on bearing 'INT-001'. Health score dropped to 0.335.,open,Schedule inspection within 7 days. Monitor vibration and temperature trends.
